block,lot,parcel_number,property_address,address,tier,status,bos_district,point,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
0754,006A,0754006A,1450 GOLDEN GATE AV,"1450 GOLDEN GATE AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.43441489478 37.779537036799),97,97,4,11,39
2063,001,2063001,1901 NORIEGA ST,"1901 NORIEGA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.484202817617 37.753713967973),39,39,10,7,35
0106,038,0106038,218 UNION ST,"218 UNION ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.403719800753 37.801307604799),18,18,6,3,23
0978,025,0978025,2772 JACKSON ST,"2772 JACKSON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.440825807152 37.791911099048),102,102,4,6,30
0418A,003,0418A003,75 CASA WY,"75 CASA WY, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.439414382028 37.805577162325),17,17,4,6,13
1404,040,1404040,322 30TH AV,"322 30TH AV, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.490002861917 37.783165573152),8,8,8,4,29
3568,035,3568035,178 ALBION ST,"178 ALBION ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.422940131831 37.763579115161),37,37,3,5,20
0548,001A,0548001A,2245 LARKIN ST,"2245 LARKIN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.420987098761 37.798646321819),105,105,4,3,32
2636,001,2636001,1580 05TH AV,"1580 05TH AV, SAN FRANCISCO CA",3,Non-Compliant,7,POINT (-122.460153930864 37.759735151858),110,110,7,8,14
1267,071,1267071,144 CARL ST,"144 CARL ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.451329628761 37.765911953281),29,29,7,11,3
0867,043,0867043,423 WALLER ST,"423 WALLER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.4307318715 37.770852220093),28,28,7,11,9
0183,039,0183039,1215 PACIFIC AV,"1215 PACIFIC AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.415355745938 37.795644709475),16,16,6,3,21
3538,028,3538028,854 14TH ST,"854 14TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.432583965492 37.767720602753),28,28,7,5,5
1604,008,1604008,778 41ST AV,"778 41ST AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.500989300741 37.774122032511),8,8,8,4,29
6639,024,6639024,488 30TH ST,"488 30TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.430632889639 37.741973060084),84,84,9,5,22
0054,045,0054045,123 PFEIFFER ST,"123 PFEIFFER ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.408856629639 37.804660116632),106,106,6,3,23
1254,001,1254001,1401 WALLER ST,"1401 WALLER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.446882313811 37.768891681846),25,25,7,11,3
1226,036,1226036,1907 OAK ST,"1907 OAK ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.450821174366 37.771189050923),25,25,7,11,3
1272,006,1272006,112 PARNASSUS AV,"112 PARNASSUS AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.450330039976 37.765081838059),29,29,7,11,3
2763,027,2763027,781 CORBETT AV,"781 CORBETT AV, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.442493605897 37.754192827043),51,51,7,5,38
0775,015,0775015,1382 MCALLISTER ST,"1382 MCALLISTER ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.434758336179 37.77848495065),97,97,4,11,39
0827,024,0827024,867 FELL ST,"867 FELL ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.432076425502 37.774480946379),26,26,4,11,9
0159,037,0159037,835 BROADWAY,"835 BROADWAY , SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.410852645165 37.797059501314),107,107,6,3,6
0145,016,0145016,75 FRESNO ST,"75 FRESNO ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.40678296496 37.798428879436),106,106,6,3,23
1073,017,1073017,2737 SUTTER ST,"2737 SUTTER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.44552025532 37.784294722875),103,103,8,11,31
0620,001,0620001,1605 WASHINGTON ST,"1605 WASHINGTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.419840199315 37.793298206687),105,105,4,3,32
4000,011B,4000011B,1106 18TH ST,"1106 18TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,POINT (-122.393915192597 37.762924554194),54,54,2,9,26
3587,021,3587021,3638 19TH ST,"3638 19TH ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,POINT (-122.424615680716 37.760134334001),37,37,3,5,20
1176,034,1176034,1921 MCALLISTER ST,"1921 MCALLISTER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.443712804036 37.776879967783),97,97,7,11,18
1222,039,1222039,261 CENTRAL AV,"261 CENTRAL AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.444211108908 37.772091339908),25,25,7,11,3
0276,025,0276025,1167 PINE ST,"1167 PINE ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.415053370561 37.790084607318),50,50,6,3,21
0582,024,0582024,2635 FILLMORE ST,"2635 FILLMORE ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.435077377615 37.793855701883),102,102,4,6,30
1156,016,1156016,1670 MCALLISTER ST,"1670 MCALLISTER ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.439541216282 37.777931251258),97,97,7,11,39
0441B,001,0441B001,1901 BEACH ST,"1901 BEACH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.440424688581 37.803799025566),17,17,4,6,13
0848,003,0848003,333 FILLMORE ST,"333 FILLMORE ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",5,POINT (-122.430893043007 37.772520598994),26,26,4,11,9
1202,001A,1202001A,651 SCOTT ST,"651 SCOTT ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.436544263283 37.775787521325),23,23,4,11,9
1522,015,1522015,483 22ND AV,"483 22ND AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.481619958951 37.778548886895),8,8,8,4,29
0606,031,0606031,2401 JACKSON ST,"2401 JACKSON ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.434825262875 37.792288291918),102,102,4,6,30
6594,001,6594001,101 27TH ST,"101 27TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.422713801457 37.747026501899),84,84,9,5,22
0824,001G,0824001G,1030 FELL ST,"1030 FELL ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.434896271753 37.774692835105),23,23,4,11,9
0983,008,0983008,3234 WASHINGTON ST,"3234 WASHINGTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.446624981308 37.79030381281),10,10,8,6,31
0830,053,0830053,400 OAK ST,"400 OAK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.42609366902 37.774782451639),22,22,4,11,9
1185,021,1185021,628 CENTRAL AV,"628 CENTRAL AV, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.444372178183 37.775521752835),24,24,7,11,18
3597,021,3597021,3654 20TH ST,"3654 20TH ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.422541200153 37.758668703738),37,37,3,5,20
0550,020,0550020,2340 VAN NESS AV,"2340 VAN NESS AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.423316318561 37.797163794055),105,105,4,3,32
0828,005,0828005,600 OAK ST,"600 OAK ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.429427635315 37.774383192246),26,26,4,11,9
1538,008,1538008,463 06TH AV,"463 06TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.464523518598 37.779770661901),5,5,8,4,11
1800,001,1800001,1301 45TH AV,"1301 45TH AV, SAN FRANCISCO CA",3,Non-Compliant,4,POINT (-122.505147734325 37.762078992141),39,39,10,7,35
1367,001,1367001,601 LAKE ST,"601 LAKE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.466031228268 37.786468507452),4,4,8,4,11
0213,019,0213019,1242 TAYLOR ST,"1242 TAYLOR ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.41266855654 37.794074640283),16,16,6,3,21
1736,039,1736039,1300 IRVING ST,"1300 IRVING ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.471978841372 37.76403819106),109,109,10,11,14
3729,057,3729057,249 09TH ST,"249 09TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",6,POINT (-122.412170564239 37.774508878023),32,32,1,10,34
0621,009,0621009,1630 SACRAMENTO ST,"1630 SACRAMENTO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.42008759252 37.791868002887),105,105,4,3,21
1239,001,1239001,801 HAIGHT ST,"801 HAIGHT ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.435487962126 37.771234089123),26,26,4,11,3
0634,022,0634022,2645 SACRAMENTO ST,"2645 SACRAMENTO ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.436348698379 37.789278546597),102,102,4,6,30
4259,018,4259018,1367 RHODE ISLAND ST,"1367 RHODE ISLAND ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,POINT (-122.401075122753 37.752435982254),54,54,2,9,26
0277,022,0277022,1235 PINE ST,"1235 PINE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.416109580571 37.789896610894),50,50,6,3,21
0104,037,0104037,28 BOB KAUFMAN AL,"28 BOB KAUFMAN AL, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.407362345406 37.801444947569),18,18,6,3,23
3567,009,3567009,484 GUERRERO ST,"484 GUERRERO ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.42425964362 37.763446132141),37,37,3,5,20
0187,003,0187003,1445 LEAVENWORTH ST,"1445 LEAVENWORTH ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.416667639445 37.794397959747),16,16,6,3,32
0474,005,0474005,1200 FRANCISCO ST,"1200 FRANCISCO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.42537338806 37.803303450755),17,17,4,6,13
1168,049,1168049,2470 FULTON ST,"2470 FULTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.457664866717 37.774665443179),12,12,8,4,18
1766,006,1766006,1335 11TH AV,"1335 11TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.468730815957 37.76323494586),109,109,10,11,14
0930,019,0930019,2490 CHESTNUT ST,"2490 CHESTNUT ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.444270722832 37.799960887689),17,17,4,6,13
1775,051,1775051,1500 JUDAH ST,"1500 JUDAH ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",4,POINT (-122.478353646469 37.761818069567),39,39,10,7,35
1276,017,1276017,183 PARNASSUS AV,"183 PARNASSUS AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.451903835381 37.764331269636),114,114,7,11,3
0853,018,0853018,147 PAGE ST,"147 PAGE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.423198619945 37.773791508735),26,26,4,11,9
2353,014,2353014,2390 25TH AV,"2390 25TH AV, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",4,POINT (-122.481961552509 37.743021869921),40,40,10,7,35
6581,055,6581055,550 27TH ST,"550 27TH ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,POINT (-122.432754601314 37.746791625549),84,84,9,5,22
0276,109,0276109,1155 PINE ST,"1155 PINE ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,POINT (-122.41485100699 37.790058386898),50,50,6,3,21
1636,001O,1636001O,735 BALBOA ST,"735 BALBOA ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",1,POINT (-122.466748517367 37.776861448211),5,5,8,4,11
2031,027,2031027,1700 19TH AV,"1700 19TH AV, SAN FRANCISCO CA",3,Non-Compliant,7,POINT (-122.476214028071 37.755947431853),44,44,10,8,14
0472,022,0472022,3320 OCTAVIA ST,"3320 OCTAVIA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.429627708333 37.802919028966),17,17,4,6,13
1025,032,1025032,2927 SACRAMENTO ST,"2927 SACRAMENTO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.44114076689 37.788649782738),102,102,8,6,30
1846,016,1846016,1467 07TH AV,"1467 07TH AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.464279832748 37.760946162111),109,109,10,11,14
5505,017,5505017,3045 CESAR CHAVEZ ST,"3045 CESAR CHAVEZ ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.41037499874 37.748064180369),60,60,9,2,2
4086,006A,4086006A,2262 BRYANT ST,"2262 BRYANT ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.40997281028 37.758261735765),53,53,3,2,20
1154,004,1154004,1031 SCOTT ST,"1031 SCOTT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.437254960662 37.779401030143),97,97,4,11,39
1520,007E,1520007E,559 24TH AV,"559 24TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.483908907892 37.778961542136),8,8,8,4,29
0222,020,0222020,1126 TAYLOR ST,"1126 TAYLOR ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.41247028658 37.792930978937),16,16,6,3,21
0249,002,0249002,1159 HYDE ST,"1159 HYDE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.417820913912 37.791718306331),16,16,6,3,21
0593,003,0593003,1845 PACIFIC AV,"1845 PACIFIC AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.425571623555 37.794242746495),102,102,4,6,30
1231,021,1231021,538 CLAYTON ST,"538 CLAYTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.448364495663 37.770199229715),25,25,7,11,3
0856,018,0856018,173 HAIGHT ST,"173 HAIGHT ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",5,POINT (-122.424951827367 37.772518739013),27,27,4,11,9
3730,046,3730046,54 SUMNER ST,"54 SUMNER ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",6,POINT (-122.41039494033 37.776051888309),32,32,1,10,34
1676,006,1676006,890 34TH AV,"890 34TH AV, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.493523198939 37.772403957875),8,8,8,4,29
2846,002,2846002,44 GARDENSIDE DR,"44 GARDENSIDE DR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.444997676112 37.752320735612),51,51,7,5,38
0937,026,0937026,2439 LOMBARD ST,"2439 LOMBARD ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.441673905753 37.798839810761),14,14,4,6,13
1003,039,1003039,2835 CLAY ST,"2835 CLAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.439688291527 37.78973364537),102,102,4,6,30
7539,013,7539013,5401 DIAMOND HEIGHTS BL,"5401 DIAMOND HEIGHTS BL, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.435125432743 37.741422427854),59,59,9,5,10
1011,021,1011021,3699 CLAY ST,"3699 CLAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.453475813807 37.788129536436),10,10,8,6,31
0639,014,0639014,2153 SACRAMENTO ST,"2153 SACRAMENTO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.428348772164 37.790274457742),102,102,4,6,30
0838,008,0838008,124 PAGE ST,"124 PAGE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.423001533797 37.774271886688),26,26,4,11,9
1667,049,1667049,2345 CABRILLO ST,"2345 CABRILLO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.484031214697 37.774305703345),8,8,8,4,29
1240,027,1240027,967 HAIGHT ST,"967 HAIGHT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.438086952465 37.7708513512),112,112,7,11,3
0922,029,0922029,3450 BRODERICK ST,"3450 BRODERICK ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.444778572562 37.802415983668),17,17,4,6,13
2646,003,2646003,4314 17TH ST,"4314 17TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.440889599651 37.762349163924),113,113,7,5,5
1361,036,1361036,126 02ND AV,"126 02ND AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.460035686693 37.786321290662),4,4,8,6,11
3538,027,3538027,80 WALTER ST,"80 WALTER ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.432479612735 37.767726893873),28,28,7,5,5
0875,013,0875013,34 STEINER ST,"34 STEINER ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.431411471901 37.769898708628),28,28,7,5,9
3618,021,3618021,3488 22ND ST,"3488 22ND ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.42509314946 37.755272142763),52,52,3,5,20
1744,004,1744004,1223 06TH AV,"1223 06TH AV, SAN FRANCISCO CA",3,"Work Complete, No CFC Issued yet",5,POINT (-122.463522586188 37.765492995233),109,109,7,11,14
4086,004,4086004,2230 BRYANT ST,"2230 BRYANT ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.4100127593 37.758672464631),53,53,3,2,20
0276,117,0276117,1145 PINE ST,"1145 PINE ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.414722892386 37.790074808247),50,50,6,3,21
3564,031,3564031,51 PROSPER ST,"51 PROSPER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.431427554907 37.76349800243),38,38,3,5,5
0087,023,0087023,425 GREENWICH ST,"425 GREENWICH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.406763845996 37.802410268794),18,18,6,3,23
0665,035,0665035,1777 PINE ST,"1777 PINE ST, SAN FRANCISCO CA",2,Non-Compliant,2,POINT (-122.424908965707 37.788801496751),100,100,4,6,39
0673,007,0673007,1570 SUTTER ST,"1570 SUTTER ST, SAN FRANCISCO CA",2,Non-Compliant,5,POINT (-122.426277963792 37.787260883232),100,100,4,11,30
3589,101,3589101,3475 18TH ST,"3475 18TH ST, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.421011303382 37.761530237348),53,53,3,2,20
0251,013,0251013,1270 PINE ST,"1270 PINE ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.416754290079 37.790378064999),16,16,6,3,21
1739,049,1739049,1015 LINCOLN WY,"1015 LINCOLN WY, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.468840957621 37.765554072696),109,109,10,11,14
7066,033,7066033,5530 MISSION ST,"5530 MISSION ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",11,POINT (-122.445455460803 37.712387844521),66,66,9,1,28
1234,033,1234033,1337 PAGE ST,"1337 PAGE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.442815898676 37.771201931349),112,112,7,11,3
3533,032,3533032,73 BROSNAN ST,"73 BROSNAN ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,POINT (-122.423713522062 37.76851357433),37,37,3,5,20
0125,024,0125024,1181 GREEN ST,"1181 GREEN ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,POINT (-122.418574695165 37.798118455198),107,107,6,3,32
0471,002B,0471002B,3315 OCTAVIA ST,"3315 OCTAVIA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.430197545762 37.802811738458),17,17,4,6,13
1543,014,1543014,569 ARGUELLO ST,"569 ARGUELLO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.459156720096 37.779875254356),5,5,8,4,11
0674,003A,0674003A,1646 SUTTER ST,"1646 SUTTER ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.427514867291 37.78710375063),101,101,4,11,30
0126,031,0126031,1097 GREEN ST,"1097 GREEN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.41692097581 37.798225207461),107,107,6,3,21
0562,031,0562031,2447 VALLEJO ST,"2447 VALLEJO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.437510127295 37.794630068929),102,102,4,6,30
0131,002,0131002,1345 GRANT AV,"1345 GRANT AV, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.407529729117 37.799391994237),106,106,6,3,23
1278,022,1278022,1000 COLE ST,"1000 COLE ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",5,POINT (-122.449454400037 37.764768853189),114,114,7,11,3
0832,005,0832005,230 OAK ST,"230 OAK ST, SAN FRANCISCO CA",2,Non-Compliant,5,POINT (-122.423241934324 37.775201117711),22,22,4,11,9
1040,014,1040014,75 PALM AV,"75 PALM AV, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.458297734079 37.784304974808),11,11,8,6,31
0822,002,0822002,657 FILLMORE ST,"657 FILLMORE ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",5,POINT (-122.431459848292 37.775600506243),23,23,4,11,9
2654,038,2654038,4479 17TH ST,"4479 17TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.444859354538 37.761679262329),115,115,7,5,5
0274,016,0274016,995 PINE ST,"995 PINE ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.412017597184 37.790483431533),50,50,6,3,21
6507,030,6507030,4021 24TH ST,"4021 24TH ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,POINT (-122.432459296173 37.751146788641),84,84,3,5,22
0623,007A,0623007A,1840 FRANKLIN ST,"1840 FRANKLIN ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.424013652143 37.791681017366),102,102,4,6,30
2745,002,2745002,311 GRAYSTONE TR,"311 GRAYSTONE TR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.443602370391 37.756700019535),47,47,7,5,5
0776,032,0776032,1509 GOLDEN GATE AV,"1509 GOLDEN GATE AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.435628835216 37.778846837136),97,97,4,11,39
1402,049,1402049,360 32ND AV,"360 32ND AV, SAN FRANCISCO CA",2,Non-Compliant,1,POINT (-122.492101901469 37.782446935917),8,8,8,4,29
3575,011,3575011,654 SOUTH VAN NESS AV,"654 SOUTH VAN NESS AV, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.417598127981 37.762630714168),53,53,3,2,20
1247,005,1247005,35 BELVEDERE ST,"35 BELVEDERE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.44985537882 37.769086247189),25,25,7,11,3
5643,018,5643018,269 COLERIDGE ST,"269 COLERIDGE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.420561263352 37.742004069625),83,83,9,2,2
0636,001,0636001,2401 SACRAMENTO ST,"2401 SACRAMENTO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.432613432074 37.789869681342),102,102,4,6,30
3610,003,3610003,924 SOUTH VAN NESS AV,"924 SOUTH VAN NESS AV, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.417185457443 37.758266287724),53,53,3,2,20
3637,029,3637029,2619 MISSION ST,"2619 MISSION ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.418351258616 37.755020358524),53,53,3,2,20
3282,027A,3282027A,1906 OCEAN AV,"1906 OCEAN AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",7,POINT (-122.462287149536 37.725556599109),68,68,10,8,41
0157,004,0157004,1529 TAYLOR ST,"1529 TAYLOR ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.413683896592 37.796598688126),107,107,6,3,21
1418,026,1418026,290 16TH AV,"290 16TH AV, SAN FRANCISCO CA",3,"Work Complete, No CFC Issued yet",1,POINT (-122.475089824856 37.782719050143),5,5,8,4,29
6637,036,6637036,121 DAY ST,"121 DAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.425201209259 37.742736858142),84,84,9,5,22
3579,023,3579023,3681 17TH ST,"3681 17TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.427933296512 37.762698201915),37,37,3,5,5
1370,041,1370041,122 11TH AV,"122 11TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.469678406855 37.785959503249),5,5,8,4,11
0494,021,0494021,1721 CHESTNUT ST,"1721 CHESTNUT ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.431598680248 37.801182559269),17,17,4,6,13
0125,010,0125010,1274 VALLEJO ST,"1274 VALLEJO ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.418299541402 37.79766729894),107,107,6,3,32
0851,065,0851065,307 PAGE ST,"307 PAGE ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",5,POINT (-122.425942524355 37.7735048816),26,26,4,11,9
6567,004,6567004,1414 GUERRERO ST,"1414 GUERRERO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.422942912304 37.748407913691),52,52,3,5,20
3753,008,3753008,372 05TH ST,"372 05TH ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",6,POINT (-122.402443799548 37.779203072978),32,32,1,10,34
0478,001C,0478001C,2845 POLK ST,"2845 POLK ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.423484341461 37.802986487583),107,107,4,6,32
0523,017,0523017,1425 GREENWICH ST.,"1425 GREENWICH ST., SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.423120712786 37.800351757397),107,107,4,6,32
0825,040,0825040,900 OAK ST,"900 OAK ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.434429636245 37.773693200749),26,26,4,11,9
1749,022,1749022,45 LINCOLN WY,"45 LINCOLN WY, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.458648532121 37.766076267749),109,109,7,11,14
